,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
Smooth Fox Terrier,"Smooths are quite similar to their close relatives, Wire Fox Terriers. Like their crispy-coated cousins, Smooths stand no more than 15.5 inches at the shoulder. The distinguishing physical trait, besides coat type, is the head: A Smooth’s head is more V-shaped than a Wire’s. The dense, flat coat is predominantly white, with black, tan, or black-and-tan markings. These cleverly made hunters are strong and sturdy, but never coarse and clunky. Short-backed and symmetrical, they move with the unwavering grace of a pendulum clock. The Smooth Fox Terrier, called the “gentleman of the terrier world,” is a lively, gregarious terrier with a devil-may-care attitude, originally developed for Britain’s traditional foxhunts. They are close relatives to Wire Fox Terriers.","Friendly, Independent, Amusing",123,38.1,38.1,6.80388555,8.164662660000001,12.0,15.0,Terrier Group,0.4,Weekly Brushing,0.4,Occasional,0.8,Energetic,0.6,Agreeable,0.8,Friendly
Soft Coated Wheaten Terrier,"The hallmark of these merry extroverts, and what sets them apart from other terriers, is the silky, gently waving coat. It runs from a pale beige to a shimmering gold, recalling the color of ripening wheat. Topping out at 19 inches tall and 40 pounds, Wheatens are square, sturdy terriers with a peek-a-boo hairdo and dashing goatee. The overall picture is that of a hard-muscled but soft-coated working terrier or, as the breed has been described, an iron fist in a velvet glove. The Soft Coated Wheaten Terrier, an exuberant Irish farm dog, is happy, friendly, deeply devoted, and just stubborn enough to remind you he’s a terrier. The unique wheaten coat is low-shedding but needs diligent care to avoid matting.","Friendly, Happy, Deeply Devoted",53,43.18,48.26,13.6077711,18.143694800000002,12.0,14.0,Terrier Group,0.6,2-3 Times a Week Brushing,0.2,Infrequent,0.8,Energetic,0.4,Independent,0.6,Alert/Responsive
Spanish Mastiff,"The Spanish Mastiff is a dog of great size, well-balanced, very powerful and muscular. He has a massive head and a body covered with a medium-length coat. His bark is raucous, low pitched and deep, very sonorous and audible from a considerable distance. The Spanish Mastiff comes in a range of coat colors, including black, fawn, red, gray, and yellow, and can be seen with brindle or white markings.Used for guarding and defense, the breed is closely related to the seasonal moving of livestock, especially the Merino livestock, which he accompanied at the time of the “Mesta.” In the Middle Ages, this was an association of sheep ranchers who journeyed seasonally to distant locations to find grazing pastures. The Spanish Mastiff was in charge of defending them against wolves and other predators throughout their travels. Either sedentary or wandering, he performs in the same way for farms, people and properties in general. Club Contact DetailsName: Anne GoetzEmail: centurianmastini@rocketmail.comPhone: (828) 803-5087 The Spanish Mastiff is a very intelligent dog, not without beauty, whose expression manifests both these qualities. Rustic, affectionate, kind and noble, he is very determined when facing dangerous animals and in front of strangers, especially when he has the opportunity to defend and protect farms or cattle. In his behaviour, one can see it is a dog sure of himself, determining his strength because he is aware of his enormous power.","Affectionate, Intelligent, Kind",,71.12,88.9,63.502931800000006,90.718474,10.0,12.0,Foundation Stock Service,,,0.6,Seasonal,0.4,Calm,,,,
Spanish Water Dog,"The unique look of these inexhaustible workers begins with the coat. It’s naturally curly and wooly head to toe, and when grown out will often form tight, tapered cords. In full coat, the facial hair covers the expressive brown eyes. Colors can be black, brown, beige, white, or particolor (black, brown, beige, with white). “Rustic” is the word often used to describe the overall look of this sturdy dog of medium size (a male will stand a little under 20 inches at the shoulder). The inexhaustible Spanish Water Dog is a dual-purpose breed whose hallmark is a coat of wooly curls. Used as both a herder and waterfowl retriever in his homeland, this rustic charmer is a lively family companion and vigilant watchdog.",Playful but also Work-Oriented. Very Active and Upbeat.,153,40.005,50.165,14.06136347,22.22602613,12.0,14.0,Herding Group,1.0,Specialty/Professional,0.2,Infrequent,0.8,Energetic,1.0,Eager to Please,0.4,Reserved with Strangers
Spinone Italiano,"The Spinone Italiano (plural: Spinoni Italiani) is a squarely and solidly built all-around hunter. Spinoni are muscular and powerful, built more for endurance than speed. The dense coat has a natural, unclippered look and comes in various colors and patterns. The face conveys the breed’s abundant Old World charm. Those soft, sweetly expressive eyes set off by shaggy eyebrows and a tufted beard have won many a heart in Italy—and they’re making new conquests here in America every day. The Spinone Italiano, a densely-coated hunting dog, is sociable, docile, and patient, sometimes stubborn but always endearing. Of ancient Italian lineage, the Spinone is among the field dogs of Continental Europe famed for versatility.","Sociable, Patient, Docile",109,55.88,68.58,,,10.0,12.0,Sporting Group,0.4,Weekly Brushing,,,0.8,Energetic,0.6,Agreeable,0.6,Alert/Responsive
Stabyhoun,"The Stabyhoun’s independent nature was a deliberately bred characteristic by farmers who wanted a dog that could hunt independently for moles and rabbits. That propensity we still see today, therefore, you cannot be upset if he looks for prey independently and, for example, digs in the garden. With proper guidance, a Staby is a gentle dog and a great friend for life.Stabys are also very inquisitive. Always pay attention to what a Stabyhoun is up to because with their inquisitive nature, they can quickly get into trouble. If you think your Staby will sit quietly if something happens, you will often be disappointed. Although Stabys make a lot of noise when something is wrong or to alert his owner, they generally expect the owner to further investigate before they accept that things are normal. Most Stabys will need to verify that there are no “surprises” in store before calming down again.This breed is a functional and powerfully-built pointing dog that originated in the Netherlands. The majority of Stabyhouns are black and white. The brown and white coloring is seen in the Netherlands, but the orange and white Stabyhoun is nearly extinct. The Staby’s build is such that it is greater in length than in height and similarly, the head shows more length than width. The feathering on his chest, collar, forelegs, trousers and tail gives the Staby the impression of being longhaired, but the coat is not excessively long. The Stabyhoun is considered to be an “all-around” dog, with abilities in hunting, retrieving, and pointing. They are also ideal family dogs because of their size and affectionate character. Club Contact DetailsClub: Ameri-Can Stabyhoun AssociationName: Susie NiesEmail: AKCrep@stabyhouns.orgAddress: 0N282 Cumnor Ave, Glen Ellyn, IL 60137Phone: (630) 632-3443 Although occasionally somewhat willful by nature, Stabyhouns are obedient, gentle, and patient dogs, who are deeply fond of their family, wanting to please their owners. He is both a soft-mouthed retriever and a pointer that is particularly useful for hunting ducks and upland birds. He is a fine retriever, and water work is one of his fortes. He is very sharp-eyed, owns a good sense of smell and aptitude, and works fast and efficiently.","Intelligent, Responsive, Loving",,48.26,53.34,18.143694800000002,27.2155422,13.0,15.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.8,Energetic,0.8,Easy Training,0.6,Alert/Responsive
Staffordshire Bull Terrier,"At 14 to 16 inches, Staffordshire Bull Terriers do not stand particularly tall. But, weighing anywhere between 24 to 38 pounds, they pour a gallon of dog into a quart-size container. These are rock-solid, muscular terriers. The head is short and broad, with pronounced cheek muscles, and the tight-fitting coat comes in several colors.Staffordshire Bull Terriers still resemble the pugnacious brawlers who once ruled England’s fighting pits. But today’s responsible breeders are producing sweet-natured, family-oriented dogs with a reputation for being patient with kids. These are true-blue loyal companions, but the old fighting instinct still lurks within—making it vital that pups be socialized with other dogs to learn good canine manners. From his brawling past, the muscular but agile Staffordshire Bull Terrier retains the traits of courage and tenacity. Happily, good breeding transformed this former gladiator into a mild, playful companion with a special feel for kids.","Clever, Brave, Tenacious",80,35.56,40.64,10.886216880000001,17.23651006,12.0,14.0,Terrier Group,0.4,Weekly Brushing,0.4,Occasional,0.8,Energetic,0.2,May be Stubborn,0.8,Friendly
Standard Schnauzer,"A medium-sized dog weighing between 35 and 45 pounds, the Standard Schnauzer is truly the standard Schnauzer: larger than Miniatures, smaller than Giants. Schnauzers of all three sizes share several breed hallmarks: a wiry, tight-fitting coat of pure black or “pepper and salt”; a robust, square-built frame; and an elongated head furnished with arched eyebrows and bristly whiskers, framing eyes gleaming with keen intelligence.Standards are sociable companions, alert watchdogs, enthusiastic backyard squirrel chasers, and are good with kids and protective of loved ones. Approached with a firm but gentle hand, Standards train beautifully. Owners must provide outlets for their dog’s upbeat athleticism and highly developed senses. The bold, bewhiskered Standard Schnauzer is a high-spirited farm dog from Germany. They are the sometimes-willful but ever reliable medium-sized members of the Schnauzer family of breeds. The Standard's sporty look is a canine classic.","Fearless, Smart, Spirited",89,44.45,49.53,13.6077711,22.6796185,13.0,16.0,Working Group,0.6,2-3 Times a Week Brushing,0.2,Infrequent,0.6,Regular Exercise,0.4,Independent,0.8,Friendly
Sussex Spaniel,"Sussex are long, low-built bird dogs of great strength and endurance. Topping out at just 15 inches tall at the shoulder, Sussex are nonetheless described as “massive,” with a deep chest and heavy bone. Their trademark is an abundant, feathery coat of rich golden-liver. The classic spaniel head, with its wavy-coated ears and big hazel eyes, projects a somber, frowning expression delightfully at odds with the Sussex’s innate cheerfulness. ""Placid, affectionate, even-tempered, true-blue, loyal"" — all are words used to describe the Sussex Spaniel, a slow-but-steady hunter and congenial housedog. His frowning expression is delightfully at odds with a typically cheerful nature.","Friendly, Merry, Even-Tempered",180,33.02,38.1,15.875732950000002,20.41165665,13.0,15.0,Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
Swedish Lapphund,"Swedish Lapphunds make wonderful family companions and thrive when included in all the activities of their human pack. This lively and intelligent medium-sized spitz is a versatile, playful and energetic pooch. Although generally considered a medium to high energy breed, it is capable of relaxing and chilling when appropriate, aka the Lappie “on/off” switch. Alert and friendly, they can also be independent-minded and stubborn. The breed retains its guarding and herding traits of alertness and attention-getting barking. The Swedish Lappie is eager to please, will work with you, and is suited for rally, agility, herding, scent work and other companion events. Club Contact DetailsName: Patricia ArfstenEmail: parfsten@yahoo.com Lively, alert, kind and affectionate. The Lapphund is very receptive, attentive and willing to work. Its abilities as a good herding dog made it very useful in the reindeer trade. It is very versatile, suitable for obedience training, agility, herding, tracking, etc. It is easy to train, full of endurance and toughness.","Playful, Intelligent, Lively",,40.64,50.8,13.6077711,20.41165665,12.0,14.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
Swedish Vallhund,"With their thick sable coat, sturdy construction, and overall no-frills look, Vallhunds are a timeless breed, as comfortable in a suburban backyard as they were on the prow of Viking longships 1,200 years ago. These lively herders are built long and low to the ground—in not quite as exaggerated a fashion as their distant cousins the corgis, but the idea is the same: Their build makes it easier to nip at the heels of cattle and avoid kicks to the head. Balance, power, and smooth movement are breed hallmarks. The long and low Swedish Vallhund, Viking Dog of ancient legend, is a smart and sociable herder of dense coat and boundless energy. These rugged cattle dogs are known for their zest for life, unique vocalizations, and cheerful demeanor.","Friendly, Energetic, Watchful",169,29.21,34.925,9.071847400000001,15.875732950000002,12.0,15.0,Herding Group,0.2,Occasional Bath/Brush,0.6,Seasonal,1.0,Needs Lots of Activity,1.0,Eager to Please,0.8,Friendly
Taiwan Dog,"The Taiwan Dog’s intuitive nature and connection to its master were most likely honed from generations of collaboratively hunting small game in the mountains. This also means that they are extremely responsive to commands and easily trained. This breed can be reserved towards strangers and are fearless in protecting their family. Therefore, socialization for the Taiwan Dog is necessary to mediate its strong instinct to protect its master and family. They should be an integral part of the family household and not an outside dog as they excel with daily interaction and socialization. Club Contact DetailsClub: Taiwan Dog Club of AmericaAddress: PO Box 640, Chino Hills, CA 91709Email: info@taiwandog.org The Taiwan Dog is extremely faithful to his master, keen in sense, alert in movement, bold and fearless. He is a medium-sized dog with triangular head, almond shaped eyes, thin pricked ears and a sickle tail.","Loyal, Versatile, Intelligent",,43.18,50.8,11.793401620000001,18.143694800000002,9.0,13.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,0.8,Easy Training,0.4,Reserved with Strangers
Teddy Roosevelt Terrier,"Teddy Roosevelt Terriers are delightful companions in the home. They learn quickly and are ready for any activity their owners engage in. While they will still keep the family farm and home free of rats and mice, the job for which they were bred, they also excel in companion sports such as agility and obedience. They get along with other dogs without belligerence and have retained their prey drive without obsessive compulsion. At the end of the day, they love nothing better than to share the love and companionship of their owners. Teddies can adapt to pretty much any lifestyle, whether you show in conformation rings, work in agility trials, or just want a great companion for your home or farm. Their small to medium size make them suitable to apartment living as well. This loyal, active and playful breed is at its best as a member of its human family. Club Contact DetailsClub: American Teddy Roosevelt Terrier ClubName: Kaye Stevenson, PresidentEmail: Americantrtclub@gmail.comAddress: 205 Donna Dr., Montgomery, AL 36108 The Teddy Roosevelt Terrier is a lively, friendly, affectionate dog with his family but can be somewhat of a one-person dog. With his strong protective nature and well-developed pack instincts, the Teddy Roosevelt Terrier gets along well with children (when raised with them), cats, and other dogs. He is a bold, tenacious hunter with seemingly unlimited energy whose size and endurance makes him an excellent hunter of squirrels and vermin.","Playful, Versatile, Intelligent",,20.32,38.1,3.62873896,11.33980925,14.0,16.0,Miscellaneous Class,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,1.0,Eager to Please,0.8,Friendly
Thai Ridgeback,"The Thai Ridgeback is a muscular, medium-sized dog with a streamlined body that makes him very agile and a natural athlete. The ridge on his back is formed by hair growing in the opposite direction from the rest of his coat and the breed has up to 8 different ridge patterns. Puppies can be born without this ridge. Coat colors include solid blue, black, red or fawn with a black mask occasionally on the red-coated dogs. Thai Ridgebacks also have spotted tongues and some even come with solid black/blue tongues. Today, most Ridgebacks are companion dogs, but they still maintain many of the same instincts for the jobs for which they were bred: hunting and guarding. They had to be independent, self-sufficient and hunt for their own food, which gave them strong survival instincts, a high prey drive, and a high level of intelligence.If well bred and properly socialized, the Thai Ridgeback can be a loyal, loving pet. As a guarding breed, they are naturally protective of their home and can be reserved and suspicious with strangers. Thai Ridgebacks will need a patient, consistent, and experienced owner with a good understanding of dog behavior; they are not for first-time dog owners. Club Contact DetailsClub: Association of Thai Ridgeback Owners and FanciersName: Cathleen A. Combs, PresidentEmail: bellehoundsk9s@aol.comAddress: PO Box 1, Dry Ridge, KY 41035Phone: 859-445-8739Facebook Link The Thai Ridgeback is tough and active, with an excellent jumping ability. He is highly intelligent, has a strong survival instinct, and is a loyal family dog.","Loyal, Independent, Agile",,50.8,60.96,15.875732950000002,34.01942775,12.0,13.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
Tibetan Mastiff,"Coming face to face with this ancient behemoth, an intruder up to no good will likely move on to easier pickings. TMs can stand 26 inches at the shoulder and weigh well over 100 pounds. It’s impossible to discuss this breed without leaning on words like “powerful,” “muscular,” “massive,” and “substantial.” And yet, TMs are quite light-footed and will meet a perceived threat with surprising agility. The broad head, with its high-set, V-shaped ears and expressive brown eyes, projects a noble, sagacious expression. Watchful, aloof, imposing, and intimidating: The ancient Tibetan Mastiff is the guardian dog supreme. These densely-coated giants are mellow and calm around the house, sweetly devoted to family, and aloof and territorial with strangers.","Independent, Reserved, Intelligent",131,60.96,66.04,31.751465900000003,68.0388555,10.0,12.0,Working Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
Tibetan Spaniel,"With a blunt muzzle and big expressive eyes, a “lion’s mane” around the neck, and a plumed tail elegantly curving over the back, they’re distinctly Tibetan. But are they spaniels? No, not in the Western sense, like Cockers or Cavaliers. Instead, Tibbies recall the ancient traditions that produced Pekes, Pugs, Lhasas, and other unmistakably Asian breeds. Tibbies stand about 10 inches at the shoulder; they move quickly and with purpose. They’re seen in coats of many colors and combinations. The frisky and curious Tibetan Spaniel was bred ages ago for sentinel work on the walls of Tibetan monasteries. Known for a flat, silky coat and “lion’s mane” around the neck, the Tibbie forms a tight, worshipful bond with their humans.","Playful, Bright, Self-Confident",119,25.4,25.4,4.082331330000001,6.80388555,12.0,15.0,Non-Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,0.4,Calm,0.6,Agreeable,0.6,Alert/Responsive
Tibetan Terrier,"Bearing a passing resemblance to their smaller cousin, the Lhasa Apso, Tibetan Terriers reside at the lower end of medium-sized breeds, standing about 15 inches at the shoulder and weighing between 20 and 24 pounds. A breed hallmark is the beautiful and profuse double coat—wooly underneath, with a long, fine topcoat. TTs are unique among dogs for their large, flat “snowshoe” feet, adapted over centuries to help them negotiate the snowy, mountainous terrain of their homeland. The Tibetan Terrier, “Holy Dog of Tibet,” is an ancient watchdog and companion long associated with Buddhist monasteries. A profusely coated, small-to-medium-sized dog with “snowshoe” feet, the TT is affectionate, sensitive, and clever.","Affectionate, Loyal, Sensitive",96,35.56,43.18,8.164662660000001,13.6077711,15.0,16.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
Tornjak,"The Tornjak is also known as the Bosnian and Herzegovinian – Croatian Shepherd dog. He is a large and powerful dog, well-proportioned and agile. The shape of his body is almost square. When standing and moving, he is strong, harmonious and well-balanced. His coat is long and thick. According to studies, the Tornjak is most likely a descendant of the Tibetan Mastiff, or from the area where modern-day Iran is. That environment has created a healthy and strong watchdog, with modest needs for food and shelter. Tornjaks are friendly with people, but aggressive towards other animals and dogs that threaten his owner, home, sheep, pen or flock. They like to work and take commands readily from their owners. The Tornjak is of steady disposition, friendly, courageous, obedient, intelligent, and full of dignity and self-confidence. Fierce in guarding property entrusted to him, he cannot be bribed and is suspicious of strangers. He is devoted to his master, very calm in his presence and very affectionate towards the people living in his immediate vicinity.","Friendly, Courageous, Intelligent",,58.42,71.12,28.12272694,49.895160700000005,12.0,14.0,Foundation Stock Service,,,,,,,0.8,Easy Training,0.6,Alert/Responsive
Tosa,"The Tosa is quietly affectionate with his own family, but may be somewhat aloof with strangers. This breed is also, by nature, watchful of other dogs and may react aggressively to dogs it considers intruders. Overtly aggressive behavior towards humans is uncharacteristic of the breed. Their short, dense coat can be fawn, red, apricot, black or brindle and they can also have white markings on their chest and feet. In addition, Tosas mature slowly and individual dogs may not reach their prime until as late as four years of age. This breed is the largest of all Japanese dog breeds. They are also known as the Tosa Ken, Tosa Dog, Tosa Token, Tosa Inu, Japanese Fighting Dog, and Japanese Mastiff. The Tosa's temperament is marked by patience, composure, boldness and courage. He is normally a tranquil, quiet, and obedient dog, with a calm but vigilant demeanor. With a stately manner and robust build, they were formerly bred for fighting, but are now used as watchdogs.","Fearless, Patient, Vigilant",,54.61,59.69,45.359237,90.718474,10.0,12.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.4,Occasional,0.4,Calm,0.6,Agreeable,0.4,Reserved with Strangers
Toy Fox Terrier,"A surefire recipe for fun: Take the lovability of a lapdog. Combine with terrier tenacity. Pour the mixture into a beautifully balanced container. Wrap in a tight-fitting satin coat. Top with large, erect ears and dark eyes that sparkle with eager intelligence. This is the Toy Fox Terrier, a lithe but sturdy little comedian standing under a foot tall but packed with enough charisma for a whole kennel of ordinary dogs. The breed’s admirers like to say, “TFTs are truly a toy and a terrier.” A diminutive satin-coated terrier with an amusing toy-dog personality, the Toy Fox Terrier is, as breed fanciers say, “truly a toy and a terrier.” They began as barnyard ratters but are today beguiling companions with a big personality.","Friendly, Alert, Intelligent",111,21.59,29.21,1.587573295,3.17514659,13.0,15.0,Toy Group,0.4,Weekly Brushing,0.4,Occasional,0.8,Energetic,1.0,Eager to Please,0.8,Friendly
Transylvanian Hound,"The Transylvanian Hound is an ancient Hungarian hunter created by special climate, terrain and hunting conditions. His whole appearance reflects nobility and harmony. Due to his medium-size, his body is athletic, lean, muscular, and exaggerated, and his movement is balanced and elegant. Its basic nature is calm, balanced yet firm, temperamental and adaptable. Their playful nature makes them an ideal family favorite. Because of their balance and friendliness, they can be kept both in an apartment or house. His courage and loyalty make him a good guard.This scent hound is a basic dog, but it can also be used for retrieval. Hunting in a group or alone, you will hear a far-ranging, high, ringing tone indicating the direction of the game. Working far from the farm, they developed problem-solving abilities and through the centuries have become highly intelligent. The Transylvanian Hound is good-natured, courageous, and enduring. At his foundation, he is quiet and even, but also determined and lively. The environmental conditions of the Carpathians made the breed a tough, brave dog.","Courageous, Good-Natured, Determined",,55.88,66.04,24.947580350000003,24.947580350000003,10.0,14.0,Foundation Stock Service,0.4,Weekly Brushing,,,1.0,Needs Lots of Activity,0.2,May be Stubborn,,
Treeing Tennessee Brindle,"The Treeing Tennessee Brindle originated in the United States, most notably the areas in and around the Appalachian and Ozark Mountains. They are bred from Cur dogs with a focus to have great scenting power, be an open trailer with good voice, and retain the uncanny ability to tree all kinds of game. Brindle-colored, smaller in size, and with a shorter ear, they are different in conformation than the Plott. The Treeing Tennessee Brindles are a very intelligent, courageous, and companionable breed. Alert, agile, and fast, they make for wonderful hunting dogs. The Treeing Tennessee Brindle is an exceptionally sturdy and healthy breed. They are intelligent, brave, courageous and loyal companions with a strong inbred instinct for hunting. The breed bays during a hunt, which means they cry out to the hunter.","Friendly, Alert, Intelligent",,40.64,60.96,13.6077711,22.6796185,10.0,12.0,Foundation Stock Service,0.4,Weekly Brushing,0.4,Occasional,0.6,Regular Exercise,,,,
Treeing Walker Coonhound,"Few things can quicken a coon hunter’s pulse like the sight of this swift, tricolored hound in full stride—the long, muscular legs, the powerful and propulsive hindquarters, and the streamlined frame all working to cover maximum ground with minimum effort. Later, basking in the warmth of a campfire after an honest night’s work, this sweet-faced hound will look up and stir your soul with his gentle, pleading expression. Mercy, what a pretty picture! No wonder Treeing Walkers are called the People’s Choice. A smart, brave, and sensible hunter, the Treeing Walker Coonhound is a genuine American favorite, nicknamed ""The People’s Choice."" Don’t let the name fool you—Walkers are runners and are capable of covering a lot of ground in a hurry.","Smart, Brave, Courteous",137,50.8,68.58,22.6796185,31.751465900000003,12.0,13.0,Hound Group,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.8,Friendly
Vizsla,"The Vizsla is easily recognized by his sleek golden-rust coat. They can stand between 21 to 24 inches at the shoulder and are the picture of a lean, light-footed hunter’s companion. The long, silky ears frame a facial expression that is sensitive and loving around the house and intense when at work. As a hunter expected to work closely with humans, Vizslas form a tight bond with their owners and hate to be left alone.Athletes of many talents, Vizslas excel at various sports and activities. They are eager and graceful trotters of great stamina, making them ideal jogging or biking companions. An expert on the breed tells us, “If you don’t have the time to encourage this breed’s full use of its brain, you’re wasting a good dog.” The Vizsla is a versatile, red-coated gundog built for long days in the field. For centuries, these rugged but elegant athletes have been the pride of Hungarian sportsmen and their popularity in America increases with each passing year.","Affectionate, Gentle, Energetic",31,53.34,60.96,19.958064280000002,27.2155422,12.0,14.0,Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,1.0,Eager to Please,0.8,Friendly
Weimaraner,"Instantly recognized by a distinctive silvery-gray coat, male Weimaraners stand 25 to 27 inches at the shoulder, and females 23 to 25 inches. A properly bred Weimaraner will be solid colored, with maybe a small white spot on the chest. The face, with its amber or blue-gray eyes framed by long velvety ears, is amiable and intelligent. Overall, the breed presents a picture of streamlined grace and balance. A well-conditioned Weimaraner on point is a breathtaking sight.Weimaraners are excellent with kids and yearn to be full-fledged family members. Easy grooming, trainability, a loving nature, and a can-do-attitude make them excellent pets, as long as owners are committed to keeping them physically active and mentally engaged. The Weimaraner, Germany’s sleek and swift “Gray Ghost,” is beloved by hunters and pet owners alike for their friendliness, obedience, and beauty. They enjoy exercise, and plenty of it, along with lots of quality time with their humans.","Friendly, Fearless, Obedient",36,58.42,68.58,24.947580350000003,40.8233133,10.0,13.0,Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,1.0,Eager to Please,0.8,Friendly
Welsh Springer Spaniel,"Standing between 17 and 19 inches at the shoulder, Welshies are described by their fans as being of “handy size”: bigger and stronger than Cocker Spaniels but smaller than English Springers.Welshies have two hallmarks that distinguish them from other spaniels: A uniquely tapered head and an eye-catching coat of bold red and white patterns. The beautiful coat isn’t just ornamental—it’s a waterproof, weatherproof, and thornproof suit that enables Welshies to show off their renowned versatility in all climates and on all terrains. The Welsh Springer Spaniel is a vigorous, medium-sized bird dog of happy disposition, known for versatility in the field, companionability at home, and dashing good looks anywhere. The Welshie is among Britain's oldest sporting breeds.","Happy, Reserved, Upbeat",128,43.18,48.26,15.875732950000002,24.947580350000003,12.0,15.0,Sporting Group,0.4,Weekly Brushing,,,0.8,Energetic,0.8,Easy Training,0.8,Friendly
Welsh Terrier,"Sturdy, compact, and rugged, with a tight-fitting black-and-tan coat and a rectangular head featuring folded ears and a jaunty beard, Welsh are constructed along the classic lines of Britain’s long-legged terriers. They stand about 15 inches at the shoulder, a little larger than the Lakeland Terrier but much smaller than the mighty Airedale.All three breeds, however, share a family resemblance: An ancient breed called the Old English Black and Tan Terrier is thought to be the granddaddy of these and some other British terriers. The Welsh Terrier is as alert and spirited as any self-respecting terrier, but a bit calmer than most—“game, not quarrelsome,” as breed fanciers say. The Welshman was bred to do battle with badgers, otters, and other dangerous opponents.","Friendly, Spirited, Intelligent",107,38.1,38.1,9.071847400000001,9.071847400000001,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,0.4,Occasional,0.8,Energetic,0.6,Agreeable,1.0,Outgoing
West Highland White Terrier,"Standing 10 to 11 inches at the shoulder, with dark piercing eyes, compact body, and a carrot-shaped tail wagging with delight, the Westie’s looks are irresistible. Beneath the plush-toy exterior, though, is a true working terrier of gameness and courage. Bred to hunt rats and other underground rodents, Westies are surprisingly strong and tough. The all-white double coat is hard to the touch, not soft and fluffy.Alert and active, Westies exhibit traits of a plucky and self-reliant ratting terrier: They require no pampering, they will chase after anything that moves, and their independence can make training a challenge. But, thanks to their faithfulness and keen intelligence, Westies will train nicely with time and patience. Smart, confident, and always entertaining at play, the adorable West Highland White Terrier (Westie, for short) has charmed owners for over 300 years. This diminutive but sturdy earthdog is among the most popular of the small terriers.","Loyal, Happy, Entertaining",42,25.4,27.94,6.80388555,9.071847400000001,13.0,15.0,Terrier Group,0.8,Daily Brushing,0.6,Seasonal,0.6,Regular Exercise,0.6,Agreeable,0.8,Friendly
Wetterhoun," The Wetterhoun, although originally bred for hunting otters, now make excellent companions, watchdogs, and can excel in a variety of sports due to their perseverant nature.  The Wetterhoun is almost never seen apart from its owner; they enjoy their company as much as the owner enjoys theirs.","Loyal, Good-Natured, Intelligent",,12.7,58.42,22.6796185,34.01942775,13.0,13.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.4,Occasional,0.6,Regular Exercise,0.2,May be Stubborn,0.4,Reserved with Strangers
Whippet,"At somewhere between 18 and 22 inches at the shoulder, the Whippet looks like a Greyhound, but smaller. The Whippet exhibits the classic “inverted S” lines of the sighthound. The deep chest and trim waist; a lean head supported by a long, arched neck; and slim but sturdy legs combine in a picture of an agile, fleet-footed athlete.Between bursts of intense pursuit, Whippets love to stretch out and relax for long hours, enjoying the role of a loving, and loved, companion. Whippets like a fenced yard to run in, but they do nicely in cozy apartments too—as long as they are exercised properly. Another plus for city dwellers: Whippets rarely bark. Despite the breed’s elegant looks, the Whippet is a robust, low-maintenance dog. The sleek, sweet-faced Whippet, the “Poor Man’s Racehorse,” is lightning quick. He is an amiable, dignified, and gentle soul, but give him something to chase and he’s all business. The name Whippet is synonymous with streamlined grace.","Affectionate, Playful, Calm",61,45.72,55.88,11.33980925,18.143694800000002,12.0,15.0,Hound Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
